sample,jaccard_index,original_class,MLPC_class,MLPC_features,SVC_class,SVC_features
1414,1.0,4,4,{'z'},4,{'z'}
1422,1.0,4,4,{'z'},4,{'z'}
1463,1.0,4,4,{'E4_EDA'},4,{'E4_EDA'}
1477,1.0,4,4,{'z'},4,{'z'}
1483,1.0,4,4,{'z'},4,{'z'}
1484,1.0,4,4,"{'z', 'lowGamma', 'E4_HR'}",4,"{'z', 'lowGamma', 'E4_HR'}"
1486,1.0,4,4,{'z'},4,{'z'}
1489,1.0,4,4,{'z'},4,{'z'}
1490,1.0,4,4,{'z'},4,{'z'}
1491,1.0,4,4,{'z'},4,{'z'}
1498,1.0,4,4,{'z'},4,{'z'}
1507,1.0,4,4,{'z'},4,{'z'}
1536,1.0,4,4,{'z'},4,{'z'}
1554,1.0,4,4,{'z'},4,{'z'}
1557,1.0,4,4,{'z'},4,{'z'}
1566,1.0,4,4,{'z'},4,{'z'}
1570,1.0,4,4,{'z'},4,{'z'}
1576,1.0,4,4,"{'z', 'E4_HR'}",4,"{'z', 'E4_HR'}"
1580,1.0,4,4,"{'z', 'lowGamma'}",4,"{'z', 'lowGamma'}"
1583,1.0,4,4,{'z'},4,{'z'}
1584,1.0,4,4,{'z'},4,{'z'}
1590,1.0,4,4,"{'z', 'E4_EDA'}",4,"{'z', 'E4_EDA'}"
1592,1.0,4,4,{'z'},4,{'z'}
1603,1.0,4,4,{'E4_EDA'},4,{'E4_EDA'}
1608,1.0,4,4,{'E4_EDA'},4,{'E4_EDA'}
1618,1.0,4,4,{'E4_EDA'},4,{'E4_EDA'}
1621,1.0,4,4,{'z'},4,{'z'}
1632,1.0,4,4,{'z'},4,{'z'}
1638,1.0,4,4,{'z'},4,{'z'}
1639,1.0,4,4,{'z'},4,{'z'}
1640,1.0,4,4,{'z'},4,{'z'}
1641,1.0,4,4,{'z'},4,{'z'}
1644,1.0,4,4,{'z'},4,{'z'}
1655,1.0,4,4,"{'E4_EDA', 'E4_IBI'}",4,"{'E4_EDA', 'E4_IBI'}"
1661,1.0,4,4,"{'highAlpha', 'lowAlpha', 'E4_IBI'}",4,"{'highAlpha', 'lowAlpha', 'E4_IBI'}"
1670,1.0,4,4,{'z'},4,{'z'}
1689,1.0,4,4,"{'z', 'E4_HR'}",4,"{'z', 'E4_HR'}"
1696,1.0,4,4,{'z'},4,{'z'}
1710,1.0,4,4,{'z'},4,{'z'}
1718,1.0,4,4,{'z'},4,{'z'}
1736,1.0,4,4,{'z'},4,{'z'}
1748,1.0,4,4,{'z'},4,{'z'}
1786,1.0,4,4,"{'z', 'middleGamma', 'E4_HR'}",4,"{'z', 'middleGamma', 'E4_HR'}"
1792,1.0,4,4,{'z'},4,{'z'}
1793,1.0,4,4,{'z'},4,{'z'}
1811,1.0,4,4,{'z'},4,{'z'}
1812,1.0,4,4,{'z'},4,{'z'}
1824,1.0,4,4,{'z'},4,{'z'}
1842,1.0,4,4,{'z'},4,{'z'}
1856,1.0,4,4,{'z'},4,{'z'}
1866,1.0,4,4,{'z'},4,{'z'}
1877,1.0,4,4,{'z'},4,{'z'}
1879,1.0,4,4,"{'z', 'highBeta', 'E4_HR'}",4,"{'z', 'highBeta', 'E4_HR'}"
1880,1.0,4,4,{'z'},4,{'z'}
1901,1.0,4,4,{'z'},4,{'z'}
1916,1.0,4,4,"{'E4_EDA', 'lowGamma'}",4,"{'E4_EDA', 'lowGamma'}"
1967,1.0,4,3,{'z'},3,{'z'}
1975,1.0,4,3,{'E4_EDA'},3,{'E4_EDA'}
1977,1.0,4,3,{'E4_EDA'},3,{'E4_EDA'}
1978,1.0,4,3,{'E4_EDA'},3,{'E4_EDA'}
2008,1.0,3,3,"{'z', 'lowGamma'}",3,"{'z', 'lowGamma'}"
2055,1.0,3,3,{'z'},3,{'z'}
2059,1.0,3,3,{'z'},3,{'z'}
2060,1.0,3,3,"{'z', 'middleGamma', 'E4_HR'}",3,"{'z', 'middleGamma', 'E4_HR'}"
2072,1.0,3,3,{'z'},3,{'z'}
2089,1.0,3,3,{'z'},3,{'z'}
2095,1.0,3,3,{'z'},3,{'z'}
2098,1.0,3,3,{'z'},3,{'z'}
2101,1.0,3,3,{'E4_EDA'},3,{'E4_EDA'}
2110,1.0,3,3,{'E4_EDA'},3,{'E4_EDA'}
2141,1.0,3,3,{'z'},3,{'z'}
2152,1.0,3,3,{'E4_EDA'},3,{'E4_EDA'}
2182,1.0,3,3,{'z'},3,{'z'}
2191,1.0,3,3,{'z'},3,{'z'}
2210,1.0,3,3,{'z'},3,{'z'}
2218,1.0,3,3,{'z'},3,{'z'}
2229,1.0,3,3,"{'z', 'lowGamma', 'lowAlpha'}",3,"{'z', 'lowGamma', 'lowAlpha'}"
2247,1.0,3,3,{'z'},3,{'z'}
2273,1.0,3,3,"{'z', 'middleGamma', 'highAlpha'}",3,"{'z', 'middleGamma', 'highAlpha'}"
2296,1.0,3,3,{'z'},3,{'z'}
2298,1.0,3,3,{'z'},3,{'z'}
2309,1.0,3,3,{'z'},3,{'z'}
2322,1.0,3,3,{'z'},3,{'z'}
2324,1.0,3,3,{'z'},3,{'z'}
2331,1.0,3,3,{'z'},3,{'z'}
2338,1.0,3,3,{'z'},3,{'z'}
2349,1.0,3,3,{'z'},3,{'z'}
2351,1.0,3,3,{'z'},3,{'z'}
2357,1.0,3,3,{'z'},3,{'z'}
2359,1.0,3,3,{'z'},3,{'z'}
2360,1.0,3,3,{'z'},3,{'z'}
2362,1.0,3,3,"{'z', 'lowGamma'}",3,"{'z', 'lowGamma'}"
2399,1.0,3,3,{'z'},3,{'z'}
2436,1.0,3,3,{'delta'},3,{'delta'}
2449,1.0,3,4,{'z'},4,{'z'}
2463,1.0,3,4,{'z'},4,{'z'}
2493,1.0,3,3,{'z'},3,{'z'}
2503,1.0,3,3,{'z'},3,{'z'}
2515,1.0,3,3,{'z'},3,{'z'}
2517,1.0,3,3,{'z'},3,{'z'}
2522,1.0,3,3,{'z'},3,{'z'}
2527,1.0,3,3,"{'z', 'E4_EDA'}",3,"{'z', 'E4_EDA'}"
2528,1.0,3,3,"{'z', 'E4_EDA', 'lowGamma'}",3,"{'z', 'E4_EDA', 'lowGamma'}"
2541,1.0,3,3,"{'z', 'E4_EDA'}",3,"{'z', 'E4_EDA'}"
2549,1.0,3,3,{'z'},3,{'z'}
2558,1.0,3,3,{'z'},3,{'z'}
2574,1.0,3,3,{'z'},3,{'z'}
2579,1.0,3,3,"{'z', 'E4_EDA'}",3,"{'z', 'E4_EDA'}"
2592,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2593,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2601,1.0,3,3,"{'z', 'lowGamma', 'E4_TEMP', 'theta', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'z', 'lowGamma', 'E4_TEMP', 'theta', 'highAlpha', 'middleGamma', 'E4_HR'}"
2608,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2616,1.0,3,3,"{'highAlpha', 'E4_HR', 'E4_TEMP'}",3,"{'highAlpha', 'E4_HR', 'E4_TEMP'}"
2622,1.0,3,3,"{'z', 'E4_EDA', 'lowGamma', 'E4_TEMP', 'theta', 'lowBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowGamma', 'E4_TEMP', 'theta', 'lowBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}"
2625,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2630,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2680,1.0,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'E4_IBI'}"
2688,1.0,3,3,"{'z', 'E4_EDA'}",3,"{'z', 'E4_EDA'}"
2706,0.25,3,3,"{'z', 'delta', 'y'}",3,"{'z', 'E4_TEMP'}"
2710,0.3333333333333333,3,3,"{'z', 'E4_EDA'}",3,"{'z', 'E4_IBI'}"
2721,0.3333333333333333,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'y'}"
2726,0.25,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'E4_HR', 'E4_TEMP'}"
2757,0.25,3,3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'E4_EDA', 'E4_HR', 'E4_TEMP'}"
2758,0.2,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'z', 'E4_EDA', 'y'}"
2761,0.46153846153846156,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'y', 'highBeta', 'middleGamma', 'delta', 'E4_HR'}"
2767,0.75,3,3,"{'z', 'delta', 'E4_IBI'}",3,"{'z', 'middleGamma', 'delta', 'E4_IBI'}"
2777,0.2222222222222222,3,3,"{'z', 'E4_EDA'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_TEMP', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}"
2778,0.25,3,3,"{'z', 'lowGamma', 'E4_TEMP'}",3,"{'z', 'E4_IBI'}"
2780,0.18181818181818182,3,3,"{'z', 'E4_EDA', 'Attention', 'Meditation', 'E4_TEMP', 'theta', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'z', 'E4_HR', 'E4_IBI'}"
2782,0.2727272727272727,3,3,"{'z', 'E4_EDA', 'E4_IBI', 'highBeta', 'E4_HR'}",3,"{'z', 'Attention', 'lowAlpha', 'E4_TEMP', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}"
2784,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
2807,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2814,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2826,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2836,1.0,3,3,"{'E4_HR', 'E4_TEMP'}",3,"{'E4_HR', 'E4_TEMP'}"
2851,1.0,3,3,{'z'},3,{'z'}
2854,1.0,3,3,{'z'},3,{'z'}
2867,1.0,3,3,{'z'},3,{'z'}
2868,1.0,3,3,{'z'},3,{'z'}
2885,1.0,3,3,"{'highAlpha', 'middleGamma', 'E4_HR', 'E4_IBI'}",3,"{'highAlpha', 'middleGamma', 'E4_HR', 'E4_IBI'}"
2893,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
2907,0.3333333333333333,3,3,"{'z', 'y'}",3,"{'y', 'E4_IBI'}"
2949,1.0,3,3,"{'middleGamma', 'E4_HR', 'E4_IBI'}",3,"{'middleGamma', 'E4_HR', 'E4_IBI'}"
2954,1.0,3,3,"{'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'E4_HR', 'E4_IBI'}"
2965,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
2969,1.0,3,3,"{'z', 'Attention', 'lowAlpha', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'z', 'Attention', 'lowAlpha', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}"
2980,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
2982,1.0,3,3,"{'delta', 'highAlpha', 'E4_IBI'}",3,"{'delta', 'highAlpha', 'E4_IBI'}"
2990,1.0,3,3,"{'delta', 'E4_IBI'}",3,"{'delta', 'E4_IBI'}"
2996,1.0,3,3,"{'highBeta', 'delta', 'E4_IBI'}",3,"{'highBeta', 'delta', 'E4_IBI'}"
3001,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3003,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3011,1.0,3,3,{'z'},3,{'z'}
3025,1.0,3,3,{'z'},3,{'z'}
3026,1.0,3,3,{'z'},3,{'z'}
3035,1.0,3,3,{'z'},3,{'z'}
3037,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3056,1.0,3,3,"{'z', 'highBeta', 'highAlpha'}",3,"{'z', 'highBeta', 'highAlpha'}"
3073,1.0,3,3,{'z'},3,{'z'}
3075,1.0,3,3,{'z'},3,{'z'}
3077,1.0,3,3,{'z'},3,{'z'}
3080,1.0,3,3,{'z'},3,{'z'}
3085,1.0,3,3,"{'z', 'delta', 'highBeta'}",3,"{'z', 'delta', 'highBeta'}"
3095,1.0,3,3,{'z'},3,{'z'}
3099,1.0,3,3,{'z'},3,{'z'}
3104,1.0,3,3,"{'z', 'lowGamma', 'highBeta', 'E4_HR'}",3,"{'z', 'lowGamma', 'highBeta', 'E4_HR'}"
3120,1.0,3,3,{'z'},3,{'z'}
3131,1.0,3,3,{'z'},3,{'z'}
3136,1.0,3,3,{'z'},3,{'z'}
3142,1.0,3,3,"{'z', 'highBeta', 'E4_HR'}",3,"{'z', 'highBeta', 'E4_HR'}"
3154,1.0,3,3,{'z'},3,{'z'}
3156,1.0,3,3,{'z'},3,{'z'}
3168,1.0,3,3,"{'z', 'E4_HR', 'lowAlpha'}",3,"{'z', 'E4_HR', 'lowAlpha'}"
3173,1.0,3,3,{'z'},3,{'z'}
3180,1.0,3,3,{'z'},3,{'z'}
3181,1.0,3,3,{'z'},3,{'z'}
3184,1.0,3,3,{'z'},3,{'z'}
3186,1.0,3,3,{'z'},3,{'z'}
3189,1.0,3,3,{'z'},3,{'z'}
3214,1.0,3,3,{'z'},3,{'z'}
3222,1.0,3,3,{'z'},3,{'z'}
3242,1.0,3,3,"{'z', 'lowAlpha'}",3,"{'z', 'lowAlpha'}"
3248,1.0,3,3,{'z'},3,{'z'}
3263,1.0,3,3,{'z'},3,{'z'}
3265,1.0,3,3,{'z'},3,{'z'}
3270,1.0,3,3,{'z'},3,{'z'}
3272,1.0,3,3,"{'z', 'lowAlpha'}",3,"{'z', 'lowAlpha'}"
3288,1.0,3,3,"{'z', 'lowGamma', 'lowAlpha'}",3,"{'z', 'lowGamma', 'lowAlpha'}"
3308,1.0,3,3,"{'lowGamma', 'E4_EDA', 'E4_HR'}",3,"{'lowGamma', 'E4_EDA', 'E4_HR'}"
3334,1.0,3,3,"{'z', 'highBeta', 'E4_HR'}",3,"{'z', 'highBeta', 'E4_HR'}"
3335,1.0,3,3,"{'z', 'E4_HR'}",3,"{'z', 'E4_HR'}"
3348,1.0,3,3,{'z'},3,{'z'}
3375,1.0,3,3,{'z'},3,{'z'}
3377,1.0,3,3,{'z'},3,{'z'}
3388,1.0,3,3,{'z'},3,{'z'}
3393,1.0,3,3,"{'z', 'lowGamma', 'highBeta', 'E4_HR'}",3,"{'z', 'lowGamma', 'highBeta', 'E4_HR'}"
3394,1.0,3,3,{'z'},3,{'z'}
3416,1.0,3,3,{'z'},3,{'z'}
3418,1.0,3,3,{'z'},3,{'z'}
3419,1.0,3,3,{'z'},3,{'z'}
3425,1.0,3,3,"{'lowGamma', 'E4_IBI'}",3,"{'lowGamma', 'E4_IBI'}"
3437,1.0,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'E4_IBI'}"
3445,1.0,3,3,{'z'},3,{'z'}
3461,1.0,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'E4_IBI'}"
3467,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3493,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3495,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3502,1.0,3,3,"{'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'highBeta', 'E4_HR', 'E4_IBI'}"
3524,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3564,1.0,3,3,"{'z', 'E4_HR'}",3,"{'z', 'E4_HR'}"
3570,1.0,3,3,{'z'},3,{'z'}
3584,1.0,3,3,"{'z', 'E4_HR', 'lowAlpha'}",3,"{'z', 'E4_HR', 'lowAlpha'}"
3593,1.0,3,3,{'z'},3,{'z'}
3601,1.0,3,3,{'z'},3,{'z'}
3615,1.0,3,3,"{'z', 'E4_HR', 'lowAlpha'}",3,"{'z', 'E4_HR', 'lowAlpha'}"
3617,1.0,3,3,"{'z', 'highBeta', 'E4_HR', 'lowAlpha'}",3,"{'z', 'highBeta', 'E4_HR', 'lowAlpha'}"
3638,1.0,3,3,{'z'},3,{'z'}
3653,1.0,3,3,{'z'},3,{'z'}
3661,1.0,3,3,"{'E4_EDA', 'E4_HR'}",3,"{'E4_EDA', 'E4_HR'}"
3697,1.0,3,3,{'z'},3,{'z'}
3698,1.0,3,3,"{'z', 'highBeta', 'E4_HR', 'lowAlpha'}",3,"{'z', 'highBeta', 'E4_HR', 'lowAlpha'}"
3707,1.0,3,3,{'z'},3,{'z'}
3715,1.0,3,3,{'z'},3,{'z'}
3732,1.0,3,3,{'z'},3,{'z'}
3735,1.0,3,3,"{'z', 'E4_HR', 'lowAlpha'}",3,"{'z', 'E4_HR', 'lowAlpha'}"
3753,1.0,3,3,"{'z', 'middleGamma', 'E4_HR'}",3,"{'z', 'middleGamma', 'E4_HR'}"
3758,1.0,3,3,{'z'},3,{'z'}
3776,1.0,3,3,"{'z', 'lowGamma', 'E4_HR'}",3,"{'z', 'lowGamma', 'E4_HR'}"
3780,1.0,3,3,{'z'},3,{'z'}
3788,1.0,3,3,{'z'},3,{'z'}
3789,1.0,3,3,{'z'},3,{'z'}
3799,1.0,3,3,{'z'},3,{'z'}
3803,1.0,3,3,{'z'},3,{'z'}
3804,1.0,3,3,{'z'},3,{'z'}
3829,1.0,3,3,{'E4_IBI'},3,{'E4_IBI'}
3834,1.0,3,3,"{'z', 'E4_EDA', 'lowGamma', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowGamma', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}"
3836,1.0,3,3,"{'z', 'E4_EDA', 'lowGamma', 'E4_IBI', 'highAlpha', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_EDA', 'lowGamma', 'E4_IBI', 'highAlpha', 'E4_HR', 'E4_BVP'}"
3840,0.2222222222222222,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'highAlpha', 'E4_HR'}",3,"{'highBeta', 'y', 'lowAlpha', 'E4_IBI'}"
3861,0.2857142857142857,3,3,"{'z', 'E4_EDA', 'E4_IBI', 'highBeta', 'highAlpha', 'delta', 'E4_HR'}",3,"{'z', 'E4_IBI'}"
3867,0.25,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'E4_EDA', 'E4_IBI', 'highBeta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}"
3882,0.75,3,3,"{'z', 'lowGamma', 'E4_HR', 'E4_IBI'}",3,"{'z', 'E4_HR', 'E4_IBI'}"
3885,0.2,3,3,"{'z', 'E4_EDA', 'Attention', 'E4_IBI', 'y', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'z', 'E4_TEMP', 'E4_IBI'}"
3899,0.9,3,3,"{'z', 'E4_EDA', 'Attention', 'lowGamma', 'E4_IBI', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}",3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'highAlpha', 'middleGamma', 'delta', 'E4_HR'}"
3914,0.375,3,3,"{'z', 'Attention', 'E4_IBI'}",3,"{'z', 'E4_EDA', 'Attention', 'lowGamma', 'E4_IBI', 'middleGamma', 'E4_HR', 'E4_BVP'}"
3918,0.2,3,3,"{'Meditation', 'y', 'E4_IBI'}",3,"{'z', 'highAlpha', 'E4_IBI'}"
3928,0.3,3,3,"{'E4_IBI', 'highBeta', 'y', 'middleGamma', 'E4_HR'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'E4_IBI', 'theta', 'middleGamma', 'E4_HR', 'E4_BVP'}"
3935,0.3,3,3,"{'z', 'lowAlpha', 'highAlpha', 'E4_IBI'}",3,"{'z', 'E4_EDA', 'Meditation', 'lowAlpha', 'E4_IBI', 'middleGamma', 'delta', 'E4_HR', 'E4_BVP'}"
3940,0.16666666666666666,3,3,"{'delta', 'y', 'lowAlpha', 'E4_IBI'}",3,"{'theta', 'E4_EDA', 'E4_IBI'}"
3953,0.3333333333333333,3,3,"{'z', 'lowAlpha', 'E4_IBI', 'y', 'x'}",3,"{'z', 'Meditation', 'E4_IBI'}"
3955,0.5,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'middleGamma', 'y', 'E4_IBI'}"
4021,0.5,3,3,"{'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'z', 'E4_EDA', 'Attention', 'lowGamma', 'Meditation', 'E4_IBI', 'lowBeta', 'highBeta', 'E4_HR'}"
4028,0.8181818181818182,3,3,"{'E4_EDA', 'Attention', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'E4_EDA', 'Attention', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'y', 'highAlpha', 'highBeta', 'delta', 'E4_HR'}"
4032,0.5714285714285714,3,3,"{'z', 'lowGamma', 'E4_IBI', 'highBeta', 'E4_HR'}",3,"{'lowAlpha', 'lowGamma', 'E4_IBI', 'highBeta', 'y', 'E4_HR'}"
4035,0.2222222222222222,3,3,"{'Meditation', 'E4_HR', 'E4_IBI'}",3,"{'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}"
4039,0.2,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_EDA', 'Attention', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'highBeta', 'x', 'highAlpha', 'E4_HR'}"
4044,1.0,3,3,"{'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'highBeta', 'E4_HR', 'E4_IBI'}"
4046,1.0,3,3,"{'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}",3,"{'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'highBeta', 'highAlpha', 'E4_HR'}"
4053,1.0,3,3,"{'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'highBeta', 'E4_HR', 'E4_IBI'}"
4057,1.0,3,3,"{'lowGamma', 'highBeta', 'E4_HR', 'E4_IBI'}",3,"{'lowGamma', 'highBeta', 'E4_HR', 'E4_IBI'}"
4060,1.0,3,3,"{'E4_HR', 'E4_IBI'}",3,"{'E4_HR', 'E4_IBI'}"
4065,1.0,3,3,"{'lowAlpha', 'lowGamma', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'lowAlpha', 'lowGamma', 'E4_IBI', 'lowBeta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}"
4070,1.0,3,3,"{'E4_HR', 'lowAlpha', 'E4_IBI'}",3,"{'E4_HR', 'lowAlpha', 'E4_IBI'}"
4086,0.5,3,3,"{'z', 'E4_HR', 'highAlpha', 'E4_IBI'}",3,"{'Meditation', 'E4_IBI', 'highAlpha', 'middleGamma', 'E4_HR'}"
4091,1.0,3,3,"{'Attention', 'lowGamma', 'lowAlpha', 'E4_IBI', 'theta', 'middleGamma', 'E4_HR'}",3,"{'Attention', 'lowGamma', 'lowAlpha', 'E4_IBI', 'theta', 'middleGamma', 'E4_HR'}"
4092,0.6363636363636364,3,3,"{'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}"
4097,0.5,3,3,"{'lowAlpha', 'E4_TEMP', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'highAlpha', 'middleGamma', 'E4_HR'}"
4107,0.6666666666666666,3,3,"{'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'middleGamma', 'E4_HR'}",3,"{'E4_EDA', 'Meditation', 'lowAlpha', 'lowGamma', 'E4_TEMP', 'theta', 'highAlpha', 'middleGamma', 'E4_HR', 'E4_BVP'}"
4128,0.25,3,3,"{'z', 'E4_HR', 'E4_TEMP'}",3,"{'z', 'E4_IBI'}"
4129,0.8,3,3,"{'z', 'Meditation', 'E4_TEMP', 'theta', 'highAlpha', 'middleGamma', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_TEMP', 'theta', 'x', 'highAlpha', 'middleGamma', 'delta', 'E4_HR', 'E4_BVP'}"
4144,0.5,3,3,"{'z', 'Attention', 'E4_TEMP', 'theta', 'lowBeta', 'middleGamma', 'delta', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_EDA', 'Attention', 'lowGamma', 'E4_IBI', 'theta', 'middleGamma', 'delta', 'E4_HR'}"
4148,0.25,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'middleGamma', 'E4_HR'}",3,"{'z', 'E4_IBI'}"
4155,0.23076923076923078,3,3,"{'z', 'Attention', 'y', 'highBeta', 'E4_HR'}",3,"{'z', 'Meditation', 'lowGamma', 'E4_TEMP', 'E4_IBI', 'theta', 'highBeta', 'highAlpha', 'delta', 'E4_HR', 'E4_BVP'}"
4157,0.6666666666666666,3,3,"{'z', 'E4_BVP', 'E4_IBI'}",3,"{'z', 'E4_IBI'}"
4162,0.18181818181818182,3,3,"{'z', 'E4_IBI'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'y', 'middleGamma', 'E4_HR', 'E4_BVP'}"
4168,0.2727272727272727,3,3,"{'z', 'y', 'E4_IBI'}",3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'y', 'middleGamma', 'E4_HR', 'E4_BVP'}"
4172,0.2,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'lowBeta', 'middleGamma', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_EDA'}"
4187,0.25,3,3,"{'z', 'y', 'highAlpha'}",3,"{'z', 'E4_IBI'}"
4196,0.2,3,3,"{'z', 'E4_EDA', 'lowAlpha', 'lowGamma', 'E4_IBI', 'theta', 'y', 'middleGamma', 'E4_HR', 'E4_BVP'}",3,"{'z', 'E4_IBI'}"
4207,0.3,3,3,"{'z', 'y', 'lowAlpha'}",3,"{'z', 'E4_EDA', 'Attention', 'lowAlpha', 'lowGamma', 'E4_IBI', 'y', 'middleGamma', 'E4_HR', 'E4_BVP'}"
4212,0.2,3,3,"{'z', 'E4_EDA', 'highBeta'}",3,"{'z', 'Meditation', 'y'}"
4219,0.0,3,3,"{'z', 'E4_TEMP'}",3,"{'E4_EDA', 'lowAlpha', 'E4_IBI', 'middleGamma', 'E4_HR'}"
